pop	sample	records	primary_kept	kept_frac	primary_kept_read2	primary_disc_mapq	primary_disc_sclip	unmapped	secondary	supplementary
rs	rs_s_369	16549845	12907105	0.780	6448663	1134405	1451386	401066	0	655883
rs	rs_s_37	19238215	15454104	0.803	7429738	1311074	1453887	600093	0	419057
rs	rs_s_370	9670933	8175885	0.845	4098319	566618	494573	245950	0	187907
rs	rs_s_371	12687954	9857304	0.777	4913699	882850	1127043	304959	0	515798
rs	rs_s_372	15097925	12650619	0.838	6272945	920027	820326	378202	0	328751
rs	rs_s_373	21375113	17514319	0.819	8725519	1447997	1391120	439580	0	582097
rs	rs_s_374	18176679	15114821	0.832	7530364	1194006	1051324	395331	0	421197
rs	rs_s_375	12164793	10321519	0.848	5135570	795653	551210	297012	0	199399
rs	rs_s_376	9569527	8003512	0.836	4007032	603134	488469	288247	0	186165
rs	rs_s_377	4895	4051	0.828	2008	299	312	150	0	83
rs	rs_s_378	10322339	8516447	0.825	4209660	674511	597598	330236	0	203547
rs	rs_s_379	6407608	5213927	0.814	2568927	410075	452849	181579	0	149178
rs	rs_s_38	18367939	14818505	0.807	7161879	1233837	1411036	493690	0	410871
rs	rs_s_380	15197079	12276087	0.808	6003598	979833	1101436	448938	0	390785
rs	rs_s_381	18790090	15233060	0.811	7254935	1141179	1351422	722047	0	342382
rs	rs_s_383	7176563	5564189	0.775	2786420	479316	650552	170169	0	312337
rs	rs_s_384	12733320	10429989	0.819	5159235	830884	777411	420698	0	274338
rs	rs_s_385	10073147	7891851	0.783	3899511	669380	684404	656317	0	171195
rs	rs_s_386	10248775	8561759	0.835	4270841	619853	597623	246497	0	223043
rs	rs_s_387	6260463	5108091	0.816	2503818	397622	437298	194877	0	122575
rs	rs_s_39	18766925	15560114	0.829	7631255	1079850	1289705	486411	0	350845
rs	rs_s_4	14820235	11676013	0.788	5761348	1003582	1201035	434474	0	505131
rs	rs_s_40	17122777	13719120	0.801	6590053	1129829	1322287	520736	0	430805
rs	rs_s_41	14301235	10133181	0.709	4906771	1529441	1185777	816805	0	636031
rs	rs_s_42	15817590	13319179	0.842	6616162	945768	796785	398314	0	357544
rs	rs_s_43	17517394	14026072	0.801	6728354	1105950	1385053	521351	0	478968
rs	rs_s_44	13855068	10808368	0.780	5397538	933471	1210284	343199	0	559746
rs	rs_s_45	20763334	16908517	0.814	8277258	1302976	1451749	625284	0	474808
rs	rs_s_46	3132352	2552862	0.815	1254181	183170	217188	123618	0	55514
rs	rs_s_47	26081992	21953152	0.842	11000228	1576844	1341669	696411	0	513916
rs	rs_s_48	21593468	18293226	0.847	9121818	1212532	1122790	572142	0	392778
rs	rs_s_49	13423537	11167073	0.832	5452653	821960	770055	440964	0	223485
rs	rs_s_5	22760159	19224078	0.845	9597729	1348239	1121604	657127	0	409111
rs	rs_s_50	10615548	6794385	0.640	3544459	781672	1660709	333516	0	1045266
rs	rs_s_51	15957115	13381466	0.839	6529440	875496	910617	524441	0	265095
rs	rs_s_52	4612	3862	0.837	1916	299	231	128	0	92
rs	rs_s_53	14576399	11938410	0.819	5848353	941163	1014093	391256	0	291477
rs	rs_s_54	25305124	21418825	0.846	10730595	1467932	1270593	654092	0	493682
rs	rs_s_55	14602304	11919308	0.816	5824922	870176	1067607	456679	0	288534
rs	rs_s_56	18488077	15499230	0.838	7672534	1062435	1050036	509781	0	366595
rs	rs_s_57	15905256	13181654	0.829	6466647	902182	1105048	417088	0	299284
rs	rs_s_58	13170983	10734964	0.815	5193808	834499	972242	349933	0	279345
rs	rs_s_59	13135768	10613799	0.808	5139091	875774	996499	331986	0	317710
rs	rs_s_6	17508820	14424914	0.824	7071299	1062580	1210203	479805	0	331318
rs	rs_s_60	9137950	7406711	0.811	3588694	613249	696371	233833	0	187786
rs	rs_s_61	19208214	16242549	0.846	8107496	1128452	956321	542646	0	338246
rs	rs_s_62	15650197	13213786	0.844	6522529	809250	871747	488035	0	267379
rs	rs_s_63	19713381	15997804	0.812	7786515	1281850	1411921	586689	0	435117
rs	rs_s_64	18935450	15072035	0.796	7498089	1200753	1562939	493497	0	606226
rs	rs_s_65	20067550	16977581	0.846	8447839	1120955	1043594	548146	0	377274
rs	rs_s_66	23721270	19848625	0.837	9929471	1405185	1350781	617059	0	499620
rs	rs_s_67	24594656	20794595	0.845	10385296	1443417	1262790	631114	0	462740
rs	rs_s_68	33455875	27067120	0.809	12950708	2058582	2364185	1139191	0	826797
rs	rs_s_69	9518379	7611055	0.800	3788356	612413	765440	236538	0	292933
rs	rs_s_7	17505603	14625242	0.835	7242667	997013	1017415	517912	0	348021
rs	rs_s_71	12134298	9840577	0.811	4762446	806853	907834	320738	0	258296
rs	rs_s_72	19476132	15779315	0.810	7620719	1215049	1453100	540162	0	488506
rs	rs_s_73	16636955	12892134	0.775	6437399	1125599	1502502	412537	0	704183
rs	rs_s_75	23920126	17560253	0.734	8686352	2188670	1813425	1930638	0	427140
rs	rs_s_76	53055495	43619422	0.822	21586770	3208602	3681097	1501343	0	1045031
rs	rs_s_79	25041914	21087737	0.842	10366735	1384819	1427986	720070	0	421302
rs	rs_s_8	18360776	14725298	0.802	7250332	1206298	1378486	565236	0	485458
rs	rs_s_80	25332476	21268530	0.840	10679437	1582195	1350474	577963	0	553314
rs	rs_s_81	16449523	13287763	0.808	6490767	927131	1336707	566861	0	331061
rs	rs_s_82	18174805	14866859	0.818	7221145	1229321	1320823	457465	0	300337
rs	rs_s_83	15957443	13302725	0.834	6604954	954511	903627	385923	0	410657
rs	rs_s_84	17351056	13756857	0.793	6843053	1145612	1433627	451246	0	563714
rs	rs_s_85	13939180	10884797	0.781	5428784	925303	1231971	342833	0	554276
rs	rs_s_86	25225872	21317299	0.845	10623806	1420988	1240923	784760	0	461902
rs	rs_s_87	22474556	18226978	0.811	8671585	1374339	1600807	878982	0	393450
rs	rs_s_88	12422673	7877404	0.634	4108080	887358	1999408	394318	0	1264185
rs	rs_s_89	15496410	12741374	0.822	6300566	980934	939905	502061	0	332136
rs	rs_s_9	19327321	15819174	0.818	7723693	1121714	1350931	670735	0	364767
rs	rs_s_90	29445628	24641864	0.837	12285410	1785194	1606314	805710	0	606546
rs	rs_s_91	13868507	11156259	0.804	5448181	821283	1136170	472028	0	282767
rs	rs_s_92	22081968	17638630	0.799	8395491	1464245	1573952	841249	0	563892
rs	rs_s_93	14174408	11710897	0.826	5787005	837649	854473	475139	0	296250
rs	rs_s_94	12052166	9571985	0.794	4592764	846632	954488	365151	0	313910
rs	rs_s_95	15525616	12718062	0.819	6360845	1024970	986405	341709	0	454470
rs	rs_s_96	13629935	11152546	0.818	5447036	830128	957017	427437	0	262807
rs	rs_s_97	12853998	10526141	0.819	5219318	815204	803540	416077	0	293036
rs	rs_s_98	16486006	13791751	0.837	6836314	920908	977411	459992	0	335944
rs	rs_s_99	23174558	17855966	0.770	8817798	1592845	1621755	1706768	0	397224
