sample	n_loci	n_used_fw_reads	mean_cov	mean_cov_ns	n_unpaired_reads	n_pcr_dupl_pairs	pcr_dupl_rate
cl_f_6	394981	4803164	12.160	12.699	433679	1094812	0.186
cl_f_60	484494	6822703	14.082	15.106	736901	1449824	0.175
cl_f_61	508823	9110096	17.904	19.487	1468878	2615101	0.223
cl_f_62	377488	5403264	14.314	14.951	556757	1629480	0.232
cl_f_64	487308	6890745	14.140	15.107	638191	1778493	0.205
cl_f_65	376015	8455872	22.488	23.786	702508	2696014	0.242
cl_f_67	373601	5761364	15.421	16.160	590663	1937432	0.252
cl_f_68	403454	6343241	15.722	16.529	589276	1526321	0.194
cl_f_69	402221	4738494	11.781	12.339	632126	1167025	0.198
cl_f_7	406641	5302599	13.040	13.688	686028	1805044	0.254
cl_f_70	412206	9421920	22.857	24.687	797913	2985824	0.241
cl_f_71	402439	4641277	11.533	12.095	609968	1440499	0.237
cl_f_73	287685	1298613	4.514	4.836	648978	6763213	0.839
cl_f_74	492725	6040515	12.259	13.168	680055	1369442	0.185
cl_f_75	496923	6174080	12.425	13.395	718788	1594585	0.205
cl_f_76	504081	4766006	9.455	10.380	588902	1428490	0.231
cl_f_77	235312	454124	1.930	1.946	32331	78161	0.147
cl_f_78	536618	8581645	15.992	17.940	1064746	1954119	0.185
cl_f_79	456706	1949211	4.268	4.509	599644	3289588	0.628
cl_f_8	379533	1205084	3.175	3.286	433035	1899974	0.612
cl_f_82	419867	1289987	3.072	3.213	479510	1952593	0.602
cl_f_83	438085	7447702	17.001	18.100	743177	1789296	0.194
cl_f_84	483490	5088085	10.524	11.235	641810	1416804	0.218
cl_f_85	483542	5348214	11.060	11.863	739639	1960027	0.268
cl_f_86	325315	4713707	14.490	15.049	515363	1599374	0.253
cl_f_87	318823	4481922	14.058	14.591	509218	1535664	0.255
cl_f_88	407173	4747461	11.660	12.226	858262	885115	0.157
cl_f_89	488903	6728818	13.763	14.789	697610	1745023	0.206
cl_f_9	416150	5072129	12.188	12.823	607039	1214255	0.193
cl_f_90	423943	4500774	10.616	11.176	545147	1162402	0.205
cl_f_91	502293	6570275	13.081	14.122	1078411	1421321	0.178
cl_f_92	440967	5621231	12.748	13.486	658107	1122871	0.166
cl_f_93	502354	6406529	12.753	13.741	1163765	1577636	0.198
cl_f_94	333314	5446314	16.340	17.061	642457	2058894	0.274
cl_f_95	439031	1782484	4.060	4.277	259043	344739	0.162
cl_f_96	326309	5009184	15.351	16.030	507891	1378960	0.216
cl_f_97	382126	6964822	18.227	19.188	544225	1883549	0.213
cl_f_98	388266	5737878	14.778	15.538	612782	1845011	0.243
cl_s_1	281852	3598689	12.768	13.183	401575	1195590	0.249
cl_s_10	498038	4832150	9.702	10.486	1174690	1256721	0.206
cl_s_100	505621	8557465	16.925	18.380	1553190	2043983	0.193
cl_s_101	409014	1166728	2.853	2.971	413530	1799421	0.607
cl_s_102	476140	3567259	7.492	8.000	622152	624318	0.149
cl_s_103	340275	3774992	11.094	11.505	398627	1162683	0.235
cl_s_104	418094	5684780	13.597	14.369	520458	1280004	0.184
cl_s_105	336120	5263565	15.660	16.304	502993	2084227	0.284
cl_s_106	349585	4802904	13.739	14.310	417007	1952308	0.289
cl_s_107	381159	6747837	17.703	18.684	622307	3052214	0.311
cl_s_108	490384	3378412	6.889	7.361	313992	642163	0.160
cl_s_109	381182	6144039	16.118	16.983	566256	2706976	0.306
cl_s_11	500920	5131536	10.244	11.122	1230298	1371291	0.211
cl_s_110	38338	41243	1.076	1.079	8622	40522	0.496
cl_s_112	371867	5508111	14.812	15.504	483710	2319721	0.296
cl_s_113	476297	3819801	8.020	8.570	536804	1249559	0.246
cl_s_114	394275	4978313	12.626	13.344	550568	1296965	0.207
cl_s_115	492498	6148672	12.485	13.341	666425	1700299	0.217
cl_s_116	487419	5965157	12.238	13.204	1232886	1283530	0.177
cl_s_117	491642	6183492	12.577	13.584	894154	2327994	0.274
cl_s_118	280240	1030179	3.676	3.924	494357	4968820	0.828
cl_s_119	490973	4783654	9.743	10.484	665987	1670240	0.259
cl_s_12	301464	3646495	12.096	12.527	661043	1049405	0.223
cl_s_120	302706	2645336	8.739	9.019	235306	849652	0.243
cl_s_121	442496	6363492	14.381	15.314	864899	1717969	0.213
cl_s_122	345446	5900290	17.080	18.045	448121	1627883	0.216
cl_s_123	402436	5294036	13.155	13.902	602159	1070254	0.168
cl_s_124	427179	4512391	10.563	11.149	526105	901021	0.166
cl_s_126	496881	5890152	11.854	12.760	676831	1382016	0.190
cl_s_128	500291	7563557	15.118	16.406	1442142	2318744	0.235
cl_s_129	490988	5562376	11.329	12.215	660019	1534657	0.216
cl_s_13	495428	5083528	10.261	11.084	539976	1260642	0.199
cl_s_130	472775	4573926	9.675	10.399	835915	1092087	0.193
cl_s_131	396865	5139905	12.951	13.614	641804	1234495	0.194
cl_s_132	230018	1575093	6.848	7.450	366444	2351102	0.599
cl_s_133	319556	7313276	22.886	24.106	618770	3329760	0.313
cl_s_135	476426	3195496	6.707	7.152	537418	542412	0.145
cl_s_136	500439	5648269	11.287	12.193	919857	1164070	0.171
cl_s_137	487359	4943011	10.142	10.902	900808	978920	0.165
cl_s_138	294115	1315638	4.473	4.785	704340	7247402	0.846
cl_s_139	484309	6308346	13.025	13.974	663676	1310396	0.172
cl_s_14	429379	11853861	27.607	29.825	1058385	4150419	0.259
cl_s_140	392072	4225320	10.777	11.253	458526	1039958	0.198
cl_s_141	322113	3599671	11.175	11.588	388306	1124944	0.238
cl_s_142	500553	5900275	11.788	12.780	644606	1242602	0.174
cl_s_143	474751	2921885	6.155	6.573	431465	560311	0.161
cl_s_145	419596	4685873	11.168	11.745	636929	1097231	0.190
cl_s_146	474453	3856129	8.128	8.622	421476	1284966	0.250
cl_s_147	473206	2836829	5.995	6.353	654253	3238633	0.533
cl_s_148	476955	2877864	6.034	6.430	700895	3383405	0.540
cl_s_149	432988	6489507	14.988	15.928	759455	1640155	0.202
cl_s_15	349147	6528481	18.698	19.601	580276	2131931	0.246
cl_s_150	498963	5706427	11.437	12.329	1014744	1366711	0.193
cl_s_151	479515	3409730	7.111	7.550	373382	1111638	0.246
cl_s_152	360276	7560813	20.986	22.158	663576	2606550	0.256
cl_s_153	486570	4899893	10.070	10.840	1044368	943847	0.162
cl_s_154	482963	4251119	8.802	9.432	563869	1270364	0.230
cl_s_155	486358	4288490	8.818	9.397	465629	872390	0.169
cl_s_156	351179	6564299	18.692	19.631	571173	2152151	0.247
cl_s_157	476442	3686518	7.738	8.300	718482	827835	0.183
cl_s_158	340058	7194329	21.156	22.292	565514	2210652	0.235
cl_s_159	434732	5065383	11.652	12.311	464932	1144715	0.184
cl_s_16	160295	479781	2.993	3.314	579249	3602706	0.882
cl_s_160	201943	559416	2.770	2.935	641106	4277583	0.884
cl_s_161	468551	5104865	10.895	11.657	1082184	1005913	0.165
cl_s_162	394552	5974305	15.142	16.009	813144	1377500	0.187
cl_s_163	487739	4925119	10.098	10.838	790646	1449442	0.227
cl_s_164	353760	7204967	20.367	21.398	637046	2464732	0.255
cl_s_165	429877	5089766	11.840	12.538	612775	1068282	0.173
cl_s_166	488151	5262232	10.780	11.546	820374	1564366	0.229
cl_s_167	482808	3858916	7.993	8.488	426518	1295876	0.251
cl_s_168	503311	5775332	11.475	12.384	594767	1321181	0.186
cl_s_169	406419	3880008	9.547	10.001	355948	808210	0.172
cl_s_17	464119	2322419	5.004	5.291	712192	3954991	0.630
cl_s_170	429676	4788560	11.145	11.787	573104	958379	0.167
cl_s_171	419289	5218937	12.447	13.122	607576	1046406	0.167
cl_s_172	413996	4908282	11.856	12.503	639665	1545512	0.239
cl_s_173	484944	5776523	11.912	12.765	544857	1449294	0.201
cl_s_174	442248	5780532	13.071	13.862	556692	1396975	0.195
cl_s_175	354065	4966530	14.027	14.650	531826	1659364	0.250
cl_s_176	329449	3774203	11.456	11.885	654987	1075147	0.222
cl_s_177	501790	5640199	11.240	12.098	675663	1254251	0.182
cl_s_178	324904	3144891	9.679	10.030	236650	693274	0.181
cl_s_179	459257	1850229	4.029	4.253	544872	3006093	0.619
cl_s_18	306515	7250666	23.655	24.763	665049	2706966	0.272
cl_s_180	387099	3251332	8.399	8.769	359464	721204	0.182
cl_s_181	429879	1702467	3.960	4.146	312065	218526	0.114
cl_s_182	365092	4830538	13.231	13.860	631442	1185759	0.197
cl_s_183	363473	4194635	11.540	12.033	726533	1213618	0.224
cl_s_184	102671	118779	1.157	1.163	11150	5138	0.041
cl_s_185	463701	2394675	5.164	5.501	420728	377820	0.136
cl_s_186	490375	6012652	12.261	13.146	554930	1376592	0.186
cl_s_187	352222	4172279	11.846	12.338	742591	1218418	0.226
cl_s_188	492697	4125123	8.373	8.992	532104	1226387	0.229
cl_s_189	484256	2668781	5.511	5.899	532828	1818589	0.405
cl_s_19	473802	2783883	5.876	6.245	705108	3232854	0.537
cl_s_190	436950	1539456	3.523	3.701	459665	2514218	0.620
cl_s_191	16869	17505	1.038	1.038	1930	1004	0.054
cl_s_192	279464	1141645	4.085	4.369	569235	5859560	0.837
cl_s_193	358557	5625820	15.690	16.434	748275	1559557	0.217
cl_s_194	387928	4621160	11.912	12.467	366286	1020388	0.181
cl_s_195	480307	3509143	7.306	7.761	369999	1118339	0.242
cl_s_196	306549	3782390	12.339	12.820	355359	1389817	0.269
cl_s_197	479728	4483967	9.347	9.937	386431	910250	0.169
cl_s_198	378976	5223863	13.784	14.437	556762	1294400	0.199
cl_s_199	433095	5863894	13.540	14.336	1070931	1216138	0.172
cl_s_2	361626	5314373	14.696	15.323	689469	1213723	0.186
cl_s_20	401042	6920870	17.257	18.227	1307289	1613272	0.189
cl_s_201	337230	4938336	14.644	15.312	377120	1279853	0.206
cl_s_203	418054	4389924	10.501	11.026	572147	1003059	0.186
cl_s_204	408208	3909372	9.577	10.033	502337	873744	0.183
cl_s_205	353224	3911223	11.073	11.515	359348	915110	0.190
cl_s_206	482329	6123704	12.696	13.666	1282936	1317387	0.177
cl_s_207	483770	3718339	7.686	8.188	403870	934026	0.201
cl_s_208	355893	5128935	14.411	15.068	509505	1647007	0.243
cl_s_209	427403	5179371	12.118	12.773	592010	1217603	0.190
cl_s_21	390995	6880186	17.597	18.484	723714	2323834	0.252
cl_s_210	226951	1562896	6.886	7.377	400439	2433231	0.609
cl_s_211	412981	4675850	11.322	11.948	492011	1287681	0.216
cl_s_213	352965	5042955	14.287	14.908	502315	1618618	0.243
cl_s_214	411613	3371775	8.192	8.564	397137	792465	0.190
cl_s_215	456256	1929395	4.229	4.453	600756	3415621	0.639
cl_s_216	476059	4471334	9.392	10.060	484754	1033369	0.188
cl_s_217	378662	958542	2.531	2.619	335466	1447404	0.602
cl_s_218	441908	6524358	14.764	15.699	882519	1783285	0.215
cl_s_219	430915	4782792	11.099	11.722	569439	983724	0.171
cl_s_22	424541	5785960	13.629	14.623	677671	1217003	0.174
cl_s_220	435813	4601833	10.559	11.168	513068	1017866	0.181
cl_s_221	489165	6143824	12.560	13.545	1253079	1287840	0.173
cl_s_222	349797	3650804	10.437	10.869	382606	1130726	0.236
cl_s_223	362722	5740337	15.826	16.587	622222	1532950	0.211
cl_s_224	444075	1925077	4.335	4.576	301489	329355	0.146
cl_s_225	420540	5668958	13.480	14.208	726234	1865619	0.248
cl_s_227	354870	4323037	12.182	12.672	427324	1272496	0.227
cl_s_228	349927	4393369	12.555	13.082	774902	1306210	0.229
cl_s_229	476528	3011830	6.320	6.699	536255	556812	0.156
cl_s_23	450090	1939324	4.309	4.545	628919	3510001	0.644
cl_s_230	416417	1718164	4.126	4.357	375840	332314	0.162
cl_s_231	359978	5107351	14.188	14.810	645751	1341301	0.208
cl_s_232	418171	2622113	6.270	6.532	226774	481579	0.155
cl_s_233	428256	4389535	10.250	10.777	562630	996975	0.185
cl_s_234	438455	1777071	4.053	4.275	587886	3248068	0.646
cl_s_235	485240	4050760	8.348	8.944	557143	857604	0.175
cl_s_236	443061	6184078	13.958	14.823	1124955	1291153	0.173
cl_s_237	440576	1909469	4.334	4.587	361127	283351	0.129
cl_s_238	414894	4816800	11.610	12.225	589192	1131497	0.190
cl_s_24	409295	3861214	9.434	9.861	505364	862118	0.183
cl_s_240	444526	2417591	5.439	5.752	335416	495901	0.170
cl_s_241	342226	5204626	15.208	15.866	556008	1821818	0.259
cl_s_242	337884	4163700	12.323	12.819	744661	1237897	0.229
cl_s_243	415818	5059219	12.167	12.792	607817	994581	0.164
cl_s_244	419359	5497497	13.109	13.835	532638	1180726	0.177
cl_s_245	481784	6094474	12.650	13.592	1371224	1647982	0.213
cl_s_246	378482	1556977	4.114	4.238	150861	326339	0.173
cl_s_247	423963	5648241	13.322	14.037	476480	1369624	0.195
cl_s_248	396027	2423968	6.121	6.347	288239	579731	0.193
cl_s_249	496428	6056782	12.201	13.160	726692	1696920	0.219
cl_s_25	335134	5499938	16.411	17.056	551371	1543350	0.219
cl_s_250	458083	2417493	5.277	5.618	438833	384217	0.137
cl_s_251	493649	6205156	12.570	13.513	609657	1597534	0.205
cl_s_252	471407	2887408	6.125	6.512	448341	478693	0.142
cl_s_253	175319	603563	3.443	3.683	800853	4836507	0.889
cl_s_254	416949	4265684	10.231	10.754	493977	764979	0.152
cl_s_255	27832	29468	1.059	1.060	5281	1327	0.043
cl_s_256	496234	7726321	15.570	16.691	1174894	1675157	0.178
cl_s_257	420714	7038160	16.729	17.707	671537	1778498	0.202
cl_s_258	494549	8811628	17.818	19.016	1524837	2148219	0.196
cl_s_259	380303	931094	2.448	2.544	331736	1437987	0.607
cl_s_26	478689	5118589	10.693	11.449	699948	1863675	0.267
cl_s_260	432078	4880996	11.297	11.914	568848	931129	0.160
cl_s_261	365587	5516329	15.089	15.797	712599	1521660	0.216
cl_s_262	372278	3255002	8.743	9.197	249994	643402	0.165
cl_s_263	424140	4923938	11.609	12.196	417224	1115692	0.185
cl_s_264	26378	27634	1.048	1.048	5643	723	0.025
cl_s_265	500442	11955597	23.890	25.796	1211168	3732738	0.238
cl_s_266	15599	16079	1.031	1.031	3586	679	0.041
cl_s_267	425651	1449770	3.406	3.538	116975	213937	0.129
cl_s_268	499131	6462971	12.948	13.880	622592	1632719	0.202
cl_s_269	353326	4454739	12.608	13.127	596922	924539	0.172
cl_s_27	454770	3019480	6.640	7.058	491102	759521	0.201
cl_s_270	492306	4473611	9.087	9.704	489923	1188068	0.210
cl_s_271	398109	3898332	9.792	10.233	511514	1155791	0.229
cl_s_272	371016	7830759	21.106	22.233	655307	3268841	0.295
cl_s_273	485331	6193782	12.762	13.706	753969	1541743	0.199
cl_s_274	502310	8347880	16.619	18.075	1711415	2671453	0.242
cl_s_276	355046	7024511	19.785	20.790	553533	2097448	0.230
cl_s_277	167077	1233871	7.385	7.885	304555	1828086	0.597
cl_s_278	360029	4001370	11.114	11.590	294246	913159	0.186
cl_s_279	343065	2370775	6.911	7.128	299615	385643	0.140
cl_s_28	331309	5078876	15.330	15.967	673868	1216031	0.193
cl_s_280	433797	9155020	21.104	22.694	785044	2712106	0.229
cl_s_281	331002	4562601	13.784	14.333	426557	1747284	0.277
cl_s_282	377900	2026001	5.361	5.530	247397	353353	0.149
cl_s_283	18496	19007	1.028	1.029	5124	459	0.024
cl_s_284	432119	5849913	13.538	14.297	1078505	1160656	0.166
cl_s_286	453024	2182577	4.818	5.068	271418	466737	0.176
cl_s_287	232941	1022821	4.391	4.683	540631	5738697	0.849
cl_s_288	498222	7329989	14.712	15.856	719053	1938155	0.209
cl_s_289	440613	1663329	3.775	3.976	325361	420291	0.202
cl_s_29	382990	6121394	15.983	16.773	665484	2010890	0.247
cl_s_290	430004	5037843	11.716	12.355	655782	1578376	0.239
cl_s_291	25589	26526	1.037	1.038	3638	1081	0.039
cl_s_292	489196	5451774	11.144	11.981	645140	1300539	0.193
cl_s_293	471356	3963299	8.408	8.936	523457	1007781	0.203
cl_s_294	322584	3254647	10.089	10.433	268567	809699	0.199
cl_s_295	272422	1068945	3.924	4.170	549344	5482855	0.837
cl_s_296	324692	674904	2.079	2.132	223248	894664	0.570
cl_s_297	418212	8069517	19.295	20.644	677455	2316177	0.223
cl_s_298	371581	4754571	12.796	13.374	410498	1903741	0.286
cl_s_299	284546	1057060	3.715	3.771	80050	214276	0.169
cl_s_3	433631	6150898	14.185	15.021	732587	1303117	0.175
cl_s_30	487564	4872587	9.994	10.748	633248	1546951	0.241
cl_s_300	421183	5767985	13.695	14.432	699539	1426176	0.198
cl_s_302	411025	5773146	14.046	14.792	744153	1700940	0.228
cl_s_303	390634	2254857	5.772	5.981	247263	319137	0.124
cl_s_304	411721	5630660	13.676	14.400	577102	1675106	0.229
cl_s_305	423234	5400578	12.760	13.501	694361	1542445	0.222
cl_s_306	19499	20039	1.028	1.029	9070	643	0.031
cl_s_307	407018	2070618	5.087	5.284	232497	431255	0.172
cl_s_308	460407	2092815	4.546	4.784	627901	3537924	0.628
cl_s_309	417161	4675422	11.208	11.784	640687	1116366	0.193
cl_s_31	490014	7046374	14.380	15.178	960786	1457552	0.171
cl_s_310	485862	4353458	8.960	9.621	636986	1528674	0.260
cl_s_32	406612	7040110	17.314	18.300	1338516	1631349	0.188
cl_s_33	479397	4745711	9.899	10.585	759068	1397450	0.227
cl_s_34	456104	2210918	4.847	5.091	666146	3758652	0.630
cl_s_35	496249	5631568	11.348	12.084	614008	1181454	0.173
cl_s_36	480512	4967265	10.337	11.150	1096958	994085	0.167
cl_s_37	461767	2297968	4.976	5.248	744841	4258209	0.649
cl_s_38	196374	642178	3.270	3.530	763063	5246599	0.891
cl_s_39	337338	5882234	17.437	18.200	484762	2244517	0.276
cl_s_4	482105	3982068	8.260	8.669	538057	664863	0.143
cl_s_40	493958	3552935	7.193	7.749	723919	2584825	0.421
cl_s_41	382026	7486446	19.597	20.602	738429	3330593	0.308
cl_s_42	476780	3436695	7.208	7.691	456848	844741	0.197
cl_s_43	475704	2457433	5.166	5.493	786875	4295564	0.636
cl_s_44	338032	8098052	23.956	25.231	688470	3687804	0.313
cl_s_45	473957	5027293	10.607	11.301	597148	1930260	0.277
cl_s_46	471875	3349692	7.099	7.533	509412	534519	0.138
cl_s_47	490325	6945287	14.165	15.119	773167	2092797	0.232
cl_s_48	416504	5252984	12.612	13.279	629526	1070183	0.169
cl_s_49	486886	5684543	11.675	12.539	851005	1717825	0.232
cl_s_5	481385	3835611	7.968	8.460	424207	965008	0.201
cl_s_50	489670	5590599	11.417	12.353	695786	1387254	0.199
cl_s_51	470533	4174899	8.873	9.439	544832	1094990	0.208
cl_s_52	484659	4833433	9.973	10.637	716260	882741	0.154
cl_s_53	330020	4015042	12.166	12.640	731160	1188318	0.228
cl_s_54	402829	5644895	14.013	14.735	749395	1910502	0.253
cl_s_55	180909	2367534	13.087	14.093	615582	4397039	0.650
cl_s_56	549001	16788660	30.580	34.293	2790834	6317424	0.273
cl_s_57	429528	6701085	15.601	16.659	642096	1613919	0.194
cl_s_58	473820	5855251	12.358	13.220	608741	1267288	0.178
cl_s_59	409417	5432554	13.269	14.058	627883	1112038	0.170
cl_s_6	350664	7431642	21.193	22.295	617930	2329070	0.239
cl_s_60	500733	9994489	19.960	21.506	919352	3010382	0.231
cl_s_62	441769	5843960	13.229	14.172	562874	1438417	0.198
cl_s_63	382211	6566186	17.179	18.026	674495	2262674	0.256
cl_s_64	319555	4874189	15.253	15.848	580977	1862381	0.276
cl_s_66	491819	7695163	15.646	16.731	863927	1997856	0.206
cl_s_67	417455	6750042	16.170	17.046	874936	2134427	0.240
cl_s_68	502703	14131274	28.111	30.086	1212218	4575600	0.245
cl_s_7	429570	5576844	12.982	13.683	652656	1344141	0.194
cl_s_70	398617	4877381	12.236	12.804	614886	1367294	0.219
cl_s_71	463485	2198099	4.743	5.019	666317	3759823	0.631
cl_s_72	374045	5009868	13.394	13.980	639422	1104628	0.181
cl_s_74	381729	8965712	23.487	25.123	715859	2938573	0.247
cl_s_76	492303	7888778	16.024	17.305	1800274	2375097	0.231
cl_s_77	483035	6036680	12.497	13.432	801944	2064208	0.255
cl_s_78	376320	5641894	14.992	15.793	623469	1660770	0.227
cl_s_79	179152	2487874	13.887	14.955	591804	4257591	0.631
cl_s_8	490586	4654874	9.488	10.207	486643	840818	0.153
cl_s_80	495835	6258328	12.622	13.739	677535	1271322	0.169
cl_s_81	421297	5474757	12.995	13.721	643346	1332195	0.196
cl_s_82	399090	1075323	2.694	2.809	398730	1601089	0.598
cl_s_83	470989	4763334	10.113	10.796	475317	1175859	0.198
cl_s_85	509369	7966377	15.640	16.952	1241291	2115363	0.210
cl_s_86	330624	6186620	18.712	19.736	494400	2525374	0.290
cl_s_87	481733	4868984	10.107	10.775	429006	1029854	0.175
cl_s_88	218184	825921	3.785	4.182	918756	6738111	0.891
cl_s_89	347220	6480781	18.665	19.637	505002	1889702	0.226
cl_s_9	493923	5331648	10.794	11.599	579636	1018277	0.160
cl_s_90	422571	4678555	11.072	11.642	530273	1072911	0.187
cl_s_91	309482	5518790	17.832	18.676	444385	2122592	0.278
cl_s_92	418071	6538350	15.639	16.518	570908	1734215	0.210
cl_s_94	382971	5806297	15.161	15.953	526820	2456520	0.297
cl_s_95	422665	4620973	10.933	11.500	583798	1454237	0.239
cl_s_96	487337	4090730	8.394	8.987	536427	1190407	0.225
cl_s_97	347008	3819199	11.006	11.449	494892	747308	0.164
cl_s_98	399806	8902586	22.267	23.668	741077	2701571	0.233
cl_s_99	405582	4888321	12.053	12.662	499304	1378803	0.220
lb_f_1	407204	5329399	13.088	13.717	536746	1556633	0.226
lb_f_100	505818	6364553	12.583	13.624	658693	1373315	0.177
lb_f_101	416508	1221903	2.934	3.064	440656	1876988	0.606
lb_f_102	404810	5155642	12.736	13.357	552268	1370352	0.210
lb_f_103	424314	6022617	14.194	15.016	671336	1701520	0.220
lb_f_104	365231	4923411	13.480	14.074	522308	1656318	0.252
lb_f_105	492503	9345139	18.975	20.136	1374645	2154734	0.187
lb_f_106	347938	4343143	12.483	12.990	472115	1412061	0.245
lb_f_107	489605	5435235	11.101	11.870	602731	1578285	0.225
lb_f_108	404714	5785016	14.294	15.087	656296	1622326	0.219
lb_f_109	507642	8458601	16.663	18.120	988130	2103218	0.199
lb_f_110	315736	1145158	3.627	3.890	1206195	9464469	0.892
lb_f_111	507723	10773765	21.220	22.831	1862188	3450701	0.243
lb_f_112	507325	10305339	20.313	21.848	1823132	2684189	0.207
lb_f_113	498000	5511186	11.067	11.888	513142	1237926	0.183
lb_f_114	479871	3383395	7.051	7.565	662524	2414008	0.416
lb_f_115	300835	971116	3.228	3.413	417420	4011038	0.805
lb_f_116	364202	6250912	17.163	18.018	665084	2192145	0.260
lb_f_117	493508	5277342	10.694	11.450	600181	1504844	0.222
lb_f_118	429592	4833189	11.251	11.887	578298	986692	0.170
lb_f_119	505327	4726063	9.352	10.165	946456	3616807	0.434
lb_f_120	426259	5338311	12.524	13.342	710076	1726890	0.244
lb_f_121	377776	5740645	15.196	15.949	591732	1860002	0.245
lb_f_122	498229	7596192	15.246	16.237	1092038	1643333	0.178
lb_f_123	484420	3695673	7.629	8.188	700856	650502	0.150
lb_f_125	431173	4990820	11.575	12.200	624834	1359087	0.214
lb_f_126	490742	6108156	12.447	13.359	586465	1497504	0.197
lb_f_127	431632	5132352	11.891	12.582	616304	1002592	0.163
lb_f_128	508952	6402793	12.580	13.786	714407	1679942	0.208
lb_f_129	6966	7160	1.028	1.023	755	1094	0.133
lb_f_130	13304	13699	1.030	1.031	1119	1560	0.102
lb_f_131	8917	9123	1.023	1.026	1417	1020	0.101
lb_f_132	491127	2764243	5.628	5.914	433658	529612	0.161
lb_f_133	579492	8383877	14.468	16.241	673470	2032426	0.195
lb_f_134	23390	24493	1.047	1.051	4870	24311	0.498
lb_f_135	523773	3058503	5.839	6.375	419151	444735	0.127
lb_f_136	2115	2130	1.007	1.007	327	407	0.160
lb_f_137	457601	1718976	3.756	3.987	546009	2839658	0.623
lb_f_138	443758	4887851	11.015	12.150	487340	1410035	0.224
lb_f_139	538531	4656626	8.647	9.679	529168	1183615	0.203
lb_f_140	440747	6509510	14.769	16.080	708639	1692370	0.206
lb_f_141	506892	4937247	9.740	10.613	862337	972144	0.165
lb_f_142	528640	3115838	5.894	6.439	361408	989044	0.241
lb_f_143	357748	1038890	2.904	2.981	156873	672136	0.393
lb_f_144	87632	120804	1.379	1.383	12203	17901	0.129
lb_f_145	495226	5920843	11.956	12.942	1231892	1227482	0.172
lb_f_146	505084	5304137	10.501	11.415	565774	1038040	0.164
lb_f_147	494546	5659106	11.443	12.344	1249853	1149891	0.169
lb_f_149	451497	7101096	15.728	16.915	686074	1653225	0.189
lb_f_150	497196	5048162	10.153	11.022	590589	1327060	0.208
lb_f_151	485004	2487691	5.129	5.486	757372	4335898	0.635
lb_f_152	435516	5261126	12.080	12.866	555685	1515592	0.224
lb_f_153	402738	7096225	17.620	19.413	564212	2786257	0.282
lb_f_154	383030	4577006	11.949	12.532	483152	1048568	0.186
lb_f_155	426121	6009657	14.103	15.369	750373	1572127	0.207
lb_f_156	514971	6977960	13.550	14.729	801240	1694064	0.195
lb_f_157	380531	3853000	10.125	10.560	355037	864854	0.183
lb_f_158	417887	5944215	14.224	15.093	794111	1342698	0.184
lb_f_159	480537	3102112	6.456	6.888	527135	770665	0.199
lb_f_160	200995	1396222	6.947	7.444	337582	2131458	0.604
lb_f_161	606	606	1.000	1.000	123	110	0.154
lb_f_162	179713	315611	1.756	1.777	32160	48599	0.133
lb_f_163	527433	5142405	9.750	11.092	562692	1151763	0.183
lb_f_164	556482	5348741	9.612	10.930	618701	978904	0.155
lb_f_165	503977	6611837	13.119	14.992	552886	1643973	0.199
lb_f_166	508616	7057693	13.876	15.057	661684	1754525	0.199
lb_f_167	177473	1323012	7.455	8.037	309684	1958097	0.597
lb_f_168	531887	6231015	11.715	13.161	1103690	1653190	0.210
lb_f_17	503846	6648068	13.195	14.237	1156977	1782991	0.211
lb_f_170	504298	5490832	10.888	11.801	541941	1378076	0.201
lb_f_171	457860	7080587	15.465	16.637	707364	1664125	0.190
lb_f_172	495110	3624352	7.320	7.906	725114	2610571	0.419
lb_f_173	516867	9750628	18.865	20.326	838188	2836100	0.225
lb_f_174	393940	5661710	14.372	15.118	549541	1503721	0.210
lb_f_175	481112	6794042	14.122	16.166	855393	1864860	0.215
lb_f_176	524669	9820462	18.717	20.434	792749	2690478	0.215
lb_f_178	414396	5757946	13.895	14.637	531387	1332766	0.188
lb_f_179	439834	5797159	13.180	13.965	1038033	1159311	0.167
lb_f_180	484058	3619497	7.477	7.965	398029	900245	0.199
lb_f_181	479951	5768873	12.020	12.809	533980	1378504	0.193
lb_f_182	422909	2679688	6.336	6.789	260321	629353	0.190
lb_f_183	499183	4408328	8.831	9.558	548972	793186	0.152
lb_f_184	395726	4408866	11.141	11.661	516568	848643	0.161
lb_f_185	492644	6556354	13.309	14.357	659700	1453689	0.181
lb_f_186	384987	5995328	15.573	16.354	662329	1585775	0.209
lb_f_187	472047	2760454	5.848	6.236	336714	531157	0.161
lb_f_188	159815	554083	3.467	3.765	644456	4338668	0.887
lb_f_189	348676	2024336	5.806	5.982	194907	460385	0.185
lb_f_190	336203	1823742	5.425	5.563	193283	581541	0.242
lb_f_191	483818	3897360	8.055	8.655	539466	1338666	0.256
lb_f_192	16291	16685	1.024	1.025	3278	834	0.048
lb_f_193	435602	5325136	12.225	12.947	616150	1114571	0.173
lb_f_194	375734	5188785	13.810	14.841	410009	1291341	0.199
lb_f_195	478736	5296810	11.064	11.828	545119	1284338	0.195
lb_f_196	436032	1563491	3.586	3.775	256677	350884	0.183
lb_f_197	467380	3550022	7.596	8.103	507567	941100	0.210
lb_f_198	385304	1595764	4.142	4.270	187799	306757	0.161
